qnrnumb;visit;howoft;likenet;research;safeweb;goodtool;notouse;another;likeproc;hassle;visits;friend;billbrd;banner;surfing;sengine;tv;theater;nwspaper;other;easyuse;helpful;positive;useonly;influenc;secure;didbuy;better;howmuch;safe;wanttest;price;tradein;handson;checkit;noweeks;worth;sticker;actual;age;marital;children;educate;race;income;gender
816;Yes;Never;Disagree;Strongly Disagree;Strongly Disagree;Disagree;Neutral;Strongly Disagree;Strongly Disagree;Disagree;1;No;No;No;Yes;No;No;No;No;No;Neutral;Agree;Agree;Strongly Disagree;Strongly Agree;Agree;Yes;Yes;Much better;Strongly Agree;Strongly Agree;Disagree;Disagree;Strongly Agree;Strongly Disagree;3;18000;22000;19000;55;Married;1;Other;Caucasian;Over $110,000;Male
817;Yes;Occasionally;Neutral;Agree;Neutral;Neutral;Disagree;Disagree;Strongly Disagree;Strongly Agree;4;No;No;No;No;Yes;No;No;No;No;Agree;Agree;Neutral;Agree;Strongly Agree;Agree;No; ; ;Disagree;Agree;Agree;Strongly Disagree;Neutral;Disagree;4;8000;13000;12000;45;Divorced;1;High school;Caucasian;$80,000 - $95,000;Male
818;Yes;Occasionally;Strongly Agree;Agree;Neutral;Disagree;Strongly Agree;Strongly Disagree;Neutral;Neutral;8;No;No;No;No;Yes;No;No;No;No;Neutral;Agree;Disagree;Strongly Disagree;Agree;Agree;No; ; ;Strongly Agree;Strongly Agree;Strongly Agree;Strongly Agree;Strongly Agree;Strongly Disagree;1;15000;21000;18000;38;Divorced;1;Undergraduate degree;Black;$80,000 - $95,000;Male
819;Yes;Often;Agree;Agree;Agree;Agree;Disagree;Strongly Disagree;Strongly Disagree;Disagree;7;No;No;No;No;No;No;No;No;No;Neutral;Strongly Agree;Disagree;Neutral;Neutral;Agree;No; ; ;Agree;Strongly Agree;Agree;Strongly Agree;Agree;Strongly Disagree;3;8000;14000;12000;22;Married;2;Graduate degree;Caucasian;Under $35,000;Female
820;Yes;Often;Agree;Strongly Agree;Agree;Agree;Agree;Disagree;Strongly Disagree;Neutral;11;No;No;No;Yes;Yes;No;No;No;No;Strongly Agree;Neutral;Disagree;Strongly Disagree;Agree;Agree;No; ; ;Agree;Strongly Agree;Strongly Agree;Agree;Strongly Agree;Strongly Disagree;5;6000;11000;9000;28;Single; ;Undergraduate degree;Caucasian;$80,000 - $95,000;Male
821;Yes;Never;Strongly Disagree;Strongly Disagree;Strongly Disagree;Strongly Disagree;Strongly Agree;Disagree;Strongly Disagree;Strongly Agree;4;No;No;No;No;Yes;No;No;No;No;Disagree;Neutral;Neutral;Strongly Disagree;Agree;Strongly Agree;No; ; ;Neutral;Strongly Agree;Strongly Disagree;Strongly Disagree;Strongly Agree;Strongly Agree;6;5000;12000;10000;33;Divorced;1;Some college;Other;$80,000 - $95,000;Female
822;Yes;Occasionally;Agree;Neutral;Neutral;Agree;Disagree;Strongly Disagree;Strongly Disagree;Strongly Agree;8;No;No;No;Yes;No;No;No;Yes;No;Agree;Neutral;Neutral;Strongly Disagree;Agree;Strongly Agree;No; ; ;Disagree;Strongly Agree;Strongly Agree;Strongly Disagree;Strongly Agree;Disagree;1;12000;17000;15000;45;Married;2;Undergraduate degree;Asian;Over $110,000;Male
823;Yes;Often;Agree;Strongly Agree;Agree;Agree;Neutral;Disagree;Strongly Disagree;Disagree;6;No;No;No;Yes;Yes;Yes;No;No;No;Agree;Disagree;Disagree;Strongly Agree;Agree;Strongly Agree;No; ; ;Strongly Agree;Strongly Agree;Agree;Neutral;Agree;Strongly Disagree;6;8000;12000;11000;38;Single; ;Other;Caucasian;Over $110,000;Female
824;Yes;Very often;Strongly Agree;Strongly Disagree;Strongly Agree;Strongly Agree;Neutral;Disagree;Neutral;Neutral;9;No;No;No;No;Yes;Yes;No;No;No;Strongly Disagree;Neutral;Disagree;Neutral;Agree;Strongly Agree;No; ; ;Agree;Neutral;Strongly Disagree;Disagree;Agree;Agree;1; ;10000;8000;27;Married;2;High school;Caucasian;$35,000 - $50,000;Male
825;Yes;Never;Strongly Disagree;Disagree;Strongly Disagree;Agree;Neutral;Strongly Disagree;Neutral;Strongly Agree;5;No;No;No;No;Yes;Yes;No;No;No;Strongly Agree;Disagree;Neutral;Neutral;Agree;Strongly Agree;No; ; ;Strongly Agree;Strongly Agree;Neutral;Disagree;Neutral;Disagree;6;11000;16000;13000;55;Married;2;Graduate degree;Caucasian;Over $110,000;Male
826;Yes;Often;Agree;Agree;Agree;Agree;Agree;Strongly Disagree;Strongly Disagree;Strongly Disagree;7;No;No;Yes;No;No;Yes;No;No;No;Neutral;Agree;Neutral;Disagree;Strongly Agree;Strongly Agree;Yes;Yes;A great deal better;Strongly Agree;Strongly Agree;Strongly Disagree;Disagree;Strongly Agree;Neutral;3; ;10000;7000;28;Married;2;Undergraduate degree;Caucasian;$35,000 - $50,000;Male
827;Yes;Occasionally;Neutral;Neutral;Neutral;Neutral;Agree;Disagree;Strongly Disagree;Strongly Agree;9;No;No;No;Yes;Yes;No;No;No;No;Agree;Neutral;Disagree;Disagree;Agree;Agree;No; ; ;Strongly Agree;Agree;Strongly Disagree;Strongly Disagree;Agree;Agree;3;14000;18000;16000;41;Single; ;High school;Caucasian;$65,000 - $80,000;Male
828;Yes;Never;Strongly Disagree;Strongly Disagree;Strongly Disagree;Strongly Disagree;Strongly Agree;Neutral;Disagree;Agree;1;No;No;Yes;Yes;Yes;No;No;No;No;Disagree;Strongly Agree;Strongly Agree;Neutral;Strongly Agree;Strongly Agree;Yes;Yes;A great deal better;Strongly Disagree;Agree;Strongly Disagree;Neutral;Agree;Disagree;7;10000;14000;10000;34;Married;3;Other;Caucasian;Over $110,000;Male
829;Yes;Occasionally;Disagree;Neutral;Neutral;Agree;Neutral;Neutral;Strongly Disagree;Strongly Disagree;6;No;No;No;No;Yes;No;No;No;No;Strongly Agree;Strongly Disagree;Neutral;Neutral;Strongly Agree;Strongly Agree;Yes;Yes;A great deal better;Strongly Agree;Strongly Agree;Strongly Disagree;Agree;Neutral;Disagree;2;2000;10000;6000;36;Divorced;3;Some college;Caucasian;Under $35,000;Female
830;Yes;Often;Agree;Strongly Agree;Agree;Agree;Disagree;Neutral;Neutral;Agree;10;No;No;No;Yes;Yes;No;No;Yes;No;Strongly Agree;Strongly Agree;Agree;Disagree;Neutral;Strongly Agree;No; ; ;Agree;Agree;Strongly Agree;Disagree;Neutral;Strongly Disagree;5;4000;11000;8000;29;Divorced;3;Some college;Caucasian;$65,000 - $80,000;Male
831;Yes;Very often;Strongly Agree;Strongly Agree;Strongly Agree;Agree;Neutral;Disagree;Strongly Disagree;Strongly Agree;12;No;No;No;No;No;No;No;No;No;Strongly Agree;Strongly Agree;Neutral;Strongly Disagree;Agree;Strongly Agree;No; ; ;Strongly Disagree;Strongly Agree;Strongly Disagree;Strongly Agree;Agree;Disagree;3;2000;10000;8000;27;Divorced;3;Undergraduate degree;Black;$80,000 - $95,000;Male
832;Yes;Very often;Strongly Agree;Strongly Agree;Agree;Strongly Agree;Strongly Agree;Strongly Disagree;Strongly Disagree;Strongly Agree;10;No;No;No;Yes;No;No;No;No;No;Strongly Agree;Disagree;Strongly Agree;Strongly Disagree;Strongly Agree;Neutral;Yes;Yes;A great deal better;Strongly Disagree;Agree;Disagree;Strongly Agree;Agree;Disagree;4;10000;17000;14000;35;Single; ;Undergraduate degree;Caucasian;$80,000 - $95,000;Male
833;Yes;Never;Strongly Disagree;Strongly Disagree;Strongly Disagree;Strongly Disagree;Agree;Neutral;Neutral;Strongly Disagree;1;No;No;No;Yes;Yes;No;Yes;No;No;Agree;Neutral;Disagree;Agree;Neutral;Neutral;No; ; ;Agree;Strongly Agree;Strongly Agree;Neutral;Agree;Strongly Disagree;7;1000;10000;9000;52;Divorced;2;Less than high school;Black;$50,000 - $65,000;Male
834;Yes;Occasionally;Neutral;Neutral;Neutral;Disagree;Neutral;Strongly Disagree;Disagree;Disagree;6;No;No;Yes;No;No;No;No;Yes;No;Strongly Agree;Agree;Agree;Strongly Disagree;Agree;Agree;No; ; ;Neutral;Strongly Agree;Strongly Agree;Strongly Disagree;Agree;Neutral;4;5000;10000;8000;39;Married;1;Undergraduate degree;Caucasian;$35,000 - $50,000;Male
835;Yes;Almost never;Disagree;Disagree;Disagree;Disagree;Agree;Neutral;Neutral;Neutral;6;No;No;Yes;Yes;Yes;No;No;No;No;Strongly Disagree;Strongly Agree;Disagree;Strongly Agree;Neutral;Strongly Agree;No; ; ;Neutral;Strongly Agree;Neutral;Agree;Strongly Agree;Strongly Disagree;4; ;10000;7000;29;Separated;3;High school;Black;Under $35,000;Female
836;Yes;Occasionally;Neutral;Agree;Neutral;Neutral;Neutral;Disagree;Neutral;Strongly Disagree;8;No;No;No;No;No;No;No;No;No;Strongly Agree;Agree;Disagree;Agree;Strongly Agree;Strongly Agree;No; ; ;Strongly Agree;Strongly Agree;Strongly Agree;Strongly Agree;Agree;Disagree;7;12000;17000;15000;56;Married;1;Graduate degree;Caucasian;Over $110,000;Female
837;Yes;Never;Disagree;Strongly Disagree;Strongly Disagree;Strongly Disagree;Strongly Agree;Disagree;Strongly Disagree;Strongly Agree;2;No;No;No;No;No;No;No;No;No;Strongly Disagree;Strongly Agree;Agree;Strongly Disagree;Agree;Strongly Agree;No; ; ;Strongly Disagree;Agree;Neutral;Strongly Agree;Strongly Agree;Strongly Disagree;1;22000;27000;25000;37;Married;3;Graduate degree;Caucasian;Over $110,000;Male
838;Yes;Often;Agree;Strongly Agree;Agree;Neutral;Agree;Agree;Neutral;Strongly Disagree;5;No;Yes;Yes;No;Yes;Yes;No;No;No;Neutral;Strongly Disagree;Agree;Disagree;Neutral;Agree;No; ; ;Agree;Strongly Agree;Strongly Agree;Disagree;Neutral;Disagree;5;10000;14000;13000;33;Separated;2;High school;Caucasian;$65,000 - $80,000;Male
839;Yes;Often;Agree;Strongly Agree;Agree;Strongly Agree;Neutral;Strongly Disagree;Neutral;Strongly Agree;10;No;No;No;No;Yes;No;No;No;No;Strongly Agree;Neutral;Agree;Disagree;Agree;Strongly Agree;No; ; ;Agree;Strongly Agree;Strongly Disagree;Disagree;Strongly Agree;Strongly Disagree;7;12000;18000;16000;34;Single; ;Some college;Black;$80,000 - $95,000;Male
840;Yes;Never;Strongly Disagree;Disagree;Strongly Disagree;Disagree;Strongly Agree;Strongly Disagree;Disagree;Strongly Disagree;4;No;No;No;No;Yes;Yes;No;No;No;Strongly Agree;Disagree;Disagree;Strongly Disagree;Agree;Strongly Agree;No; ; ;Agree;Strongly Agree;Agree;Disagree;Disagree;Strongly Disagree;2;3000;10000;8000;33;Single; ;Some college;Caucasian;Under $35,000;Female
841;Yes;Never;Strongly Disagree;Disagree;Strongly Disagree;Disagree;Strongly Agree;Strongly Disagree;Strongly Disagree;Disagree;5;No;No;No;No;No;Yes;No;No;No;Agree;Strongly Agree;Neutral;Disagree;Agree;Strongly Agree;No; ; ;Neutral;Agree;Disagree;Strongly Disagree;Disagree;Strongly Disagree;2;7000;11000;9000;32;Single; ;Less than high school;Black;$50,000 - $65,000;Female
842;Yes;Almost never;Disagree;Neutral;Disagree;Disagree;Disagree;Neutral;Strongly Disagree;Strongly Agree;4;No;No;No;Yes;Yes;No;No;No;No;Strongly Agree;Strongly Disagree;Disagree;Strongly Disagree;Agree;Agree;No; ; ;Strongly Agree;Agree;Strongly Disagree;Strongly Disagree;Strongly Agree;Strongly Disagree;1;8000;13000;11000;38;Married;0;Undergraduate degree;Hispanic;$95,000 - $110,000;Male
843;Yes;Occasionally;Disagree;Neutral;Neutral;Neutral;Strongly Agree;Strongly Disagree;Strongly Disagree;Strongly Agree;6;No;No;No;Yes;Yes;No;No;No;No;Disagree;Neutral;Neutral;Strongly Disagree;Agree;Agree;No; ; ;Agree;Strongly Agree;Strongly Agree;Strongly Disagree;Agree;Disagree;6;31000;35000;33000;41;Married;2;Undergraduate degree;Caucasian;Over $110,000;Male
844;Yes;Almost never;Disagree;Neutral;Disagree;Disagree;Neutral;Strongly Disagree;Strongly Disagree;Disagree;6;Yes;No;No;No;Yes;Yes;No;No;No;Strongly Agree;Agree;Agree;Disagree;Strongly Agree;Agree;No; ; ;Neutral;Agree;Strongly Disagree;Strongly Disagree;Neutral;Strongly Disagree;6;11000;17000;15000;39;Divorced;0;Some college;Hispanic;$65,000 - $80,000;Male
845;Yes;Often;Agree;Strongly Agree;Agree;Strongly Agree;Strongly Disagree;Disagree;Strongly Disagree;Disagree;10;No;No;No;Yes;Yes;No;No;No;No;Strongly Agree;Agree;Disagree;Disagree;Neutral;Strongly Agree;No; ; ;Disagree;Strongly Agree;Strongly Agree;Disagree;Strongly Agree;Agree;1;7000;13000;11000;35;Divorced;0;Some college;Caucasian;$65,000 - $80,000;Male
846;Yes;Almost never;Disagree;Neutral;Disagree;Strongly Disagree;Strongly Agree;Strongly Disagree;Disagree;Strongly Disagree;4;Yes;No;Yes;Yes;Yes;Yes;No;No;No;Agree;Disagree;Neutral;Neutral;Agree;Agree;No; ; ;Strongly Agree;Neutral;Agree;Strongly Agree;Strongly Agree;Disagree;1;18000;22000;20000;32;Married;3;Other;Caucasian;Over $110,000;Male
847;Yes;Occasionally;Disagree;Neutral;Neutral;Disagree;Agree;Strongly Agree;Strongly Disagree;Strongly Agree;8;No;No;No;Yes;Yes;Yes;No;No;No;Strongly Disagree;Strongly Agree;Agree;Strongly Disagree;Agree;Strongly Agree;No; ; ;Strongly Agree;Agree;Strongly Agree;Disagree;Strongly Agree;Neutral;3;13000;16000;14000;34;Married;1;Undergraduate degree;Caucasian;$95,000 - $110,000;Male
848;Yes;Never;Neutral;Disagree;Strongly Disagree;Strongly Disagree;Strongly Agree;Disagree;Disagree;Strongly Agree;2;No;No;No;Yes;Yes;Yes;No;No;No;Strongly Agree;Agree;Agree;Strongly Disagree;Agree;Strongly Agree;No; ; ;Strongly Agree;Strongly Agree;Disagree;Disagree;Strongly Agree;Strongly Disagree;6;17000;20000;19000;46;Single; ;High school;Caucasian;$80,000 - $95,000;Male
849;Yes;Occasionally;Disagree;Agree;Neutral;Disagree;Strongly Agree;Disagree;Strongly Disagree;Strongly Disagree;6;No;No;No;Yes;No;No;No;No;No;Strongly Agree;Strongly Agree;Agree;Strongly Agree;Agree;Strongly Agree;No; ; ;Strongly Agree;Neutral;Neutral;Strongly Disagree;Agree;Disagree;1;6000;10000;7000;52;Divorced;3;High school;Caucasian;$65,000 - $80,000;Male
850;Yes;Almost never;Strongly Disagree;Disagree;Disagree;Strongly Disagree;Strongly Agree;Neutral;Strongly Disagree;Agree;4;No;No;No;Yes;No;No;No;No;Yes;Strongly Agree;Strongly Agree;Neutral;Strongly Disagree;Agree;Strongly Agree;No; ; ;Disagree;Strongly Agree;Neutral;Disagree;Neutral;Disagree;7; ;10000;8000;38;Single; ;Undergraduate degree;Caucasian;Under $35,000;Male
851;Yes;Never;Strongly Disagree;Disagree;Disagree;Strongly Disagree;Strongly Agree;Agree;Disagree;Neutral;5;No;No;Yes;Yes;Yes;Yes;No;No;No;Strongly Agree;Agree;Strongly Agree;Strongly Disagree;Agree;Neutral;Yes;Yes;Somewhat better;Disagree;Strongly Agree;Strongly Disagree;Strongly Disagree;Agree;Strongly Disagree;2;6000;11000;7000;42;Married;3;Less than high school;Caucasian;$50,000 - $65,000;Female
852;Yes;Very often;Strongly Agree;Neutral;Strongly Agree;Agree;Strongly Disagree;Disagree;Strongly Disagree;Agree;12;No;No;No;No;Yes;Yes;No;No;No;Strongly Agree;Agree;Agree;Neutral;Agree;Strongly Agree;No; ; ;Strongly Agree;Strongly Agree;Strongly Agree;Agree;Agree;Strongly Disagree;1;6000;10000;7000;28;Single; ;Some college;Caucasian;$80,000 - $95,000;Male
853;Yes;Almost never;Strongly Disagree;Neutral;Disagree;Disagree;Strongly Agree;Disagree;Agree;Strongly Agree;2;No;No;No;No;No;No;No;Yes;No;Neutral;Neutral;Strongly Disagree;Strongly Disagree;Agree;Strongly Agree;No; ; ;Agree;Strongly Agree;Agree;Strongly Agree;Strongly Disagree;Strongly Disagree;4;3000;10000;8000;41;Single; ;Less than high school;Caucasian;$35,000 - $50,000;Female
854;Yes;Occasionally;Neutral;Agree;Neutral;Agree;Neutral;Disagree;Strongly Disagree;Strongly Disagree;6;No;No;No;Yes;No;Yes;No;No;No;Agree;Disagree;Agree;Disagree;Agree;Strongly Agree;No; ; ;Strongly Agree;Strongly Agree;Strongly Agree;Strongly Agree;Agree;Strongly Disagree;7;1000;10000;8000;32;Single; ;Some college;Caucasian;$65,000 - $80,000;Male
855;Yes;Almost never;Disagree;Neutral;Disagree;Disagree;Disagree;Disagree;Strongly Disagree;Neutral;5;No;No;No;No;Yes;No;No;No;No;Agree;Agree;Neutral;Neutral;Strongly Agree;Strongly Agree;Yes;Yes;Somewhat better;Strongly Disagree;Agree;Disagree;Neutral;Strongly Agree;Strongly Disagree;3;9000;11000;8000;21;Divorced;3;Some college;Caucasian;$80,000 - $95,000;Male
856;Yes;Very often;Strongly Agree;Strongly Agree;Strongly Agree;Neutral;Agree;Disagree;Strongly Disagree;Strongly Agree;12;No;No;No;Yes;No;Yes;No;No;No;Disagree;Agree;Neutral;Strongly Disagree;Agree;Strongly Agree;No; ; ;Agree;Strongly Agree;Strongly Disagree;Strongly Disagree;Agree;Disagree;1;12000;17000;15000;26;Divorced;3;Some college;Black;$80,000 - $95,000;Male
857;Yes;Never;Neutral;Strongly Disagree;Strongly Disagree;Strongly Disagree;Neutral;Neutral;Neutral;Strongly Agree;1;No;No;Yes;No;No;No;Yes;No;No;Neutral;Disagree;Agree;Neutral;Agree;Strongly Agree;No; ; ;Neutral;Agree;Strongly Agree;Strongly Agree;Agree;Strongly Disagree;4;13000;19000;16000;56;Married;1;Other;Caucasian;Over $110,000;Male
858;Yes;Often;Agree;Strongly Agree;Agree;Neutral;Neutral;Disagree;Disagree;Strongly Agree;9;No;No;Yes;Yes;Yes;No;No;No;No;Strongly Agree;Disagree;Agree;Strongly Disagree;Agree;Agree;No; ; ;Agree;Agree;Strongly Agree;Neutral;Neutral;Strongly Disagree;6;5000;12000;9000;34;Married;3;Undergraduate degree;Caucasian;$80,000 - $95,000;Male
859;Yes;Often;Agree;Strongly Agree;Agree;Disagree;Strongly Agree;Disagree;Disagree;Disagree;13;No;No;Yes;No;Yes;No;No;No;No;Strongly Agree;Neutral;Neutral;Disagree;Agree;Strongly Agree;No; ; ;Strongly Agree;Strongly Agree;Agree;Strongly Agree;Neutral;Strongly Agree;4;9000;13000;11000;21;Married;0;Other;Black;Over $110,000;Male
860;Yes;Often;Agree;Strongly Agree;Agree;Agree;Agree;Strongly Disagree;Agree;Strongly Agree;9;No;No;No;Yes;No;No;No;No;No;Strongly Agree;Neutral;Agree;Neutral;Agree;Strongly Agree;No; ; ;Disagree;Agree;Strongly Agree;Agree;Strongly Agree;Neutral;1;16000;23000;21000;29;Single; ;High school;Black;$65,000 - $80,000;Male
861;Yes;Never;Strongly Disagree;Strongly Disagree;Strongly Disagree;Neutral;Strongly Disagree;Disagree;Neutral;Disagree;4;No;No;No;No;Yes;No;No;No;No;Strongly Agree;Agree;Strongly Agree;Disagree;Strongly Agree;Agree;Yes;Yes;Somewhat better;Disagree;Strongly Agree;Strongly Disagree;Disagree;Strongly Agree;Strongly Agree;8;9000;14000;11000;48;Single; ;High school;Hispanic;$80,000 - $95,000;Male
862;Yes;Never;Strongly Disagree;Disagree;Disagree;Disagree;Neutral;Strongly Disagree;Strongly Disagree;Neutral;3;No;No;No;No;Yes;No;No;No;No;Strongly Agree;Strongly Disagree;Agree;Disagree;Agree;Strongly Agree;No; ; ;Disagree;Strongly Agree;Strongly Agree;Agree;Agree;Strongly Disagree;4;10000;16000;14000;27;Married;1;Undergraduate degree;Caucasian;$95,000 - $110,000;Male
863;Yes;Almost never;Disagree;Disagree;Disagree;Strongly Disagree;Strongly Agree;Strongly Disagree;Strongly Disagree;Strongly Disagree;5;No;No;No;Yes;Yes;No;No;No;No;Neutral;Neutral;Disagree;Strongly Disagree;Agree;Strongly Agree;No; ; ;Strongly Agree;Neutral;Agree;Disagree;Agree;Disagree;1;19000;23000;21000;41;Married;1;Other;Caucasian;Over $110,000;Male
864;Yes;Almost never;Disagree;Disagree;Disagree;Disagree;Neutral;Strongly Disagree;Strongly Disagree;Strongly Agree;2;No;No;No;Yes;Yes;No;No;No;No;Disagree;Neutral;Agree;Strongly Disagree;Neutral;Strongly Agree;No; ; ;Strongly Agree;Agree;Neutral;Strongly Disagree;Neutral;Agree;2;5000;11000;9000;49;Single; ;Other;Other;$35,000 - $50,000;Female
865;Yes;Occasionally;Neutral;Neutral;Neutral;Agree;Neutral;Strongly Disagree;Strongly Disagree;Agree;10;No;No;Yes;No;Yes;No;No;No;No;Strongly Agree;Agree;Strongly Agree;Agree;Agree;Strongly Agree;Yes;Yes;Somewhat better;Strongly Disagree;Strongly Agree;Neutral;Strongly Agree;Strongly Agree;Strongly Disagree;1; ;10000;6000;38;Married;1;Graduate degree;Caucasian;$35,000 - $50,000;Male
866;Yes;Never;Strongly Disagree;Strongly Disagree;Strongly Disagree;Strongly Disagree;Neutral;Disagree;Strongly Agree;Disagree;5;No;No;No;No;No;No;No;No;No;Neutral;Neutral;Neutral;Strongly Disagree;Neutral;Strongly Agree;No; ; ;Disagree;Strongly Agree;Disagree;Neutral;Strongly Agree;Neutral;4;17000;23000;21000;29;Married;1;Graduate degree;Caucasian;$95,000 - $110,000;Male
867;Yes;Almost never;Disagree;Disagree;Disagree;Disagree;Strongly Agree;Neutral;Strongly Disagree;Strongly Agree;4;No;No;No;Yes;Yes;Yes;No;No;No;Strongly Agree;Agree;Agree;Disagree;Neutral;Strongly Agree;No; ; ;Agree;Strongly Agree;Strongly Agree;Strongly Agree;Neutral;Strongly Disagree;1;1000;10000;7000;31;Married;4;High school;Caucasian;Under $35,000;Male
868;Yes;Very often;Strongly Agree;Disagree;Strongly Agree;Strongly Agree;Strongly Disagree;Agree;Neutral;Strongly Agree;8;No;No;No;Yes;Yes;No;No;No;No;Strongly Agree;Disagree;Neutral;Disagree;Strongly Agree;Agree;No; ; ;Strongly Agree;Agree;Agree;Strongly Disagree;Agree;Strongly Disagree;1;19000;25000;23000;33;Married;1;Undergraduate degree;Asian;$95,000 - $110,000;Male
869;Yes;Never;Strongly Disagree;Strongly Disagree;Strongly Disagree;Disagree;Agree;Agree;Strongly Disagree;Neutral;7;No;No;No;No;Yes;No;No;No;No;Neutral;Agree;Strongly Agree;Strongly Disagree;Strongly Agree;Neutral;Yes;Yes;A great deal better;Strongly Disagree;Agree;Neutral;Strongly Agree;Agree;Strongly Disagree;1;17000;21000;17000;24;Married;2;Other;Asian;Over $110,000;Male
870;Yes;Almost never;Neutral;Neutral;Disagree;Agree;Strongly Agree;Neutral;Strongly Disagree;Strongly Agree;5;No;No;No;No;Yes;No;No;No;No;Strongly Disagree;Neutral;Agree;Strongly Disagree;Neutral;Agree;No; ; ;Agree;Strongly Agree;Strongly Agree;Strongly Agree;Agree;Disagree;5;11000;17000;15000;40;Single; ;Some college;Caucasian;$80,000 - $95,000;Male
871;Yes;Occasionally;Agree;Agree;Neutral;Disagree;Agree;Neutral;Strongly Disagree;Strongly Agree;7;No;No;No;Yes;No;No;No;No;No;Strongly Agree;Neutral;Agree;Strongly Disagree;Strongly Agree;Neutral;Yes;Yes;A great deal better;Strongly Disagree;Strongly Agree;Strongly Disagree;Agree;Strongly Agree;Neutral;7;5000;10000;7000;46;Divorced;1;Undergraduate degree;Caucasian;$35,000 - $50,000;Male
872;Yes;Very often;Strongly Agree;Disagree;Strongly Agree;Strongly Agree;Neutral;Neutral;Strongly Disagree;Strongly Disagree;8;No;No;No;Yes;Yes;Yes;No;No;No;Agree;Disagree;Neutral;Strongly Disagree;Agree;Strongly Agree;No; ; ;Strongly Agree;Neutral;Agree;Strongly Agree;Neutral;Strongly Disagree;4;3000;10000;8000;30;Single; ;High school;Caucasian;$65,000 - $80,000;Male
873;Yes;Occasionally;Agree;Agree;Neutral;Agree;Strongly Disagree;Agree;Agree;Strongly Agree;9;No;No;No;Yes;Yes;No;No;No;No;Strongly Agree;Agree;Neutral;Strongly Disagree;Neutral;Strongly Agree;No; ; ;Agree;Strongly Agree;Strongly Agree;Strongly Disagree;Neutral;Neutral;5;16000;20000;18000;46;Married;3;Other;Caucasian;Over $110,000;Male
874;Yes;Never;Strongly Disagree;Strongly Disagree;Strongly Disagree;Disagree;Strongly Agree;Neutral;Strongly Disagree;Disagree;7;No;No;No;Yes;Yes;No;No;No;No;Neutral;Agree;Agree;Neutral;Agree;Strongly Agree;No; ; ;Neutral;Strongly Agree;Disagree;Disagree;Neutral;Neutral;2;12000;16000;14000;36;Married;2;Other;Caucasian;Over $110,000;Female
